TREF TMECH 298.0 298.0
CH3O2      1.30E-12  1.30E-12 DATA, COPY
HN000H    4.61E-13  4.61E-13 SAR, SAR
TT000s    6.15E-15  6.15E-15 SAR, SAR
EK8000    6.86E-15  6.86E-15 SAR, SAR
ED9001    2.79E-14  2.79E-14 SAR, SAR
EH9008    1.14E-13  1.14E-13 SAR, SAR
HN7008    4.58E-13  4.58E-13 SAR, SAR
EH9004    2.46E-16  2.46E-16 SAR, SAR
AH9003    2.32E-16  2.32E-16 SAR, SAR
TN900c    5.94E-16  5.94E-16 SAR, SAR
TT000r    8.09E-16  8.09E-16 SAR, SAR
TT000k    7.26E-16  7.26E-16 SAR, SAR
UD600B    1.68E-15  1.68E-15 SAR, SAR
TN900v    4.13E-15  4.13E-15 SAR, SAR
TT900U    4.73E-15  4.73E-15 SAR, SAR
GK9005    9.06E-16  9.06E-16 SAR, SAR
AN0003    2.94E-16  2.94E-16 SAR, SAR
TN900Z    1.20E-15  1.20E-15 SAR, SAR
EA0001    4.69E-13  4.69E-13 SAR, SAR
TT001M    6.13E-15  6.13E-15 SAR, SAR
TH0046    2.27E-14  2.27E-14 SAR, SAR
TT002v    9.80E-14  9.80E-14 SAR, SAR
PN8006    2.14E-14  2.14E-14 SAR, SAR
HU700O    3.36E-15  3.36E-15 SAR, SAR
TH004K    6.59E-15  6.59E-15 SAR, SAR
HU000C    1.51E-16  1.51E-16 SAR, SAR
TT003W    3.32E-14  3.32E-14 SAR, SAR
PH4002    1.35E-14  1.35E-14 SAR, SAR
NN900U    6.08E-16  6.08E-16 SAR, SAR
PH5001    8.57E-17  8.57E-17 SAR, SAR
TN900w    4.32E-15  4.32E-15 SAR, SAR
PH3001    8.30E-16  8.30E-16 SAR, SAR
HN001C    3.56E-14  3.56E-14 SAR, SAR
TN001I    2.86E-15  2.86E-15 SAR, SAR
PN9000    1.84E-14  1.84E-14 SAR, SAR
UD700N    1.68E-15  1.68E-15 SAR, SAR
HD700C    4.58E-13  4.58E-13 SAR, SAR
TE8002    9.27E-14  9.27E-14 SAR, SAR
HD901Q    7.64E-14  7.64E-14 SAR, SAR
HH600O    4.48E-14  4.48E-14 SAR, SAR
HD500F    2.70E-14  2.70E-14 SAR, SAR
TG000C    1.19E-15  1.19E-15 SAR, SAR
GN6003    2.28E-14  2.28E-14 SAR, SAR
ND000I    5.03E-14  5.03E-14 SAR, SAR
NN9001    2.22E-14  2.22E-14 SAR, SAR
HN800D    2.63E-16  2.63E-16 SAR, SAR
HD5004    6.12E-14  6.12E-14 SAR, SAR
NU5000    5.18E-15  5.18E-15 SAR, SAR
HD8004    4.55E-14  4.55E-14 SAR, SAR
PN8005    2.14E-14  2.14E-14 SAR, SAR
HU000D    1.43E-14  1.43E-14 SAR, SAR
HD900s    4.94E-14  4.94E-14 SAR, SAR
GK9007    1.03E-15  1.03E-15 SAR, SAR
PN000P    5.09E-16  5.09E-16 SAR, SAR
HN001M    1.53E-15  1.53E-15 SAR, SAR
TH002C    5.38E-16  5.38E-16 SAR, SAR
TN000x    9.18E-14  9.18E-14 SAR, SAR
NN700T    9.28E-15  9.28E-15 SAR, SAR
HD600M    8.07E-14  8.07E-14 SAR, SAR
DD5004    1.41E-12  1.41E-12 SAR, SAR
ND900Z    6.68E-14  6.68E-14 SAR, SAR
ND000a    2.90E-14  2.90E-14 SAR, SAR
HN800W    2.16E-14  2.16E-14 SAR, SAR
DK700L    1.71E-14  1.71E-14 SAR, SAR
GH9007    1.34E-14  1.34E-14 SAR, SAR
NN900e    2.29E-16  2.29E-16 SAR, SAR
AG9007    1.95E-16  1.95E-16 SAR, SAR
NN700O    7.07E-14  7.07E-14 SAR, SAR
TN001d    3.42E-14  3.42E-14 SAR, SAR
TN900u    5.64E-14  5.64E-14 SAR, SAR
TH0048    5.05E-14  5.05E-14 SAR, SAR
HN000y    2.25E-14  2.25E-14 SAR, SAR
AH000K    3.38E-16  3.38E-16 SAR, SAR
DD4001    3.01E-13  3.01E-13 SAR, SAR
TH001W    2.61E-15  2.61E-15 SAR, SAR
TN000Q    8.25E-15  8.25E-15 SAR, SAR
TH001f    8.25E-15  8.25E-15 SAR, SAR
TN002B    4.62E-13  4.62E-13 SAR, SAR
TT0048    4.87E-15  4.87E-15 SAR, SAR
TT001f    4.87E-15  4.87E-15 SAR, SAR
AG8001    5.73E-13  5.73E-13 SAR, SAR
HD000Z    2.31E-14  2.31E-14 SAR, SAR
TN000e    5.67E-15  5.67E-15 SAR, SAR
TE800E    3.29E-16  3.29E-16 SAR, SAR
PD6006    1.89E-14  1.89E-14 SAR, SAR
TH0015    4.61E-13  4.61E-13 SAR, SAR
ND000d    1.03E-14  1.03E-14 SAR, SAR
HD9012    1.83E-14  1.83E-14 SAR, SAR
TP900B    4.61E-13  4.61E-13 SAR, SAR
TH9013    2.29E-14  2.29E-14 SAR, SAR
HN700i    1.70E-14  1.70E-14 SAR, SAR
AN700M    1.01E-15  1.01E-15 SAR, SAR
AN800O    2.28E-14  2.28E-14 SAR, SAR
EN0004    3.05E-16  3.05E-16 SAR, SAR
AD6005    1.54E-14  1.54E-14 SAR, SAR
ND000V    5.16E-14  5.16E-14 SAR, SAR
TA800b    5.22E-16  5.22E-16 SAR, SAR
AN7008    2.61E-16  2.61E-16 SAR, SAR
TN001Y    9.07E-14  9.07E-14 SAR, SAR
NK800H    8.51E-17  8.51E-17 SAR, SAR
AN000K    9.12E-17  9.12E-17 SAR, SAR
HN000E    2.39E-14  2.39E-14 SAR, SAR
TH800J    2.18E-14  2.18E-14 SAR, SAR
ND900P    3.25E-14  3.25E-14 SAR, SAR
HN800j    1.78E-14  1.78E-14 SAR, SAR
HK8002    1.52E-17  1.52E-17 SAR, SAR
HD700J    8.25E-14  8.25E-14 SAR, SAR
TT003i    4.79E-15  4.79E-15 SAR, SAR
HN901f    3.21E-14  3.21E-14 SAR, SAR
TT001H    3.34E-14  3.34E-14 SAR, SAR
TN900C    6.60E-16  6.60E-16 SAR, SAR
NN700f    4.73E-14  4.73E-14 SAR, SAR
DK5005    6.81E-15  6.81E-15 SAR, SAR
TT0037    1.55E-14  1.55E-14 SAR, SAR
NN900g    1.10E-16  1.10E-16 SAR, SAR
NN700V    2.55E-14  2.55E-14 SAR, SAR
NN000B    1.05E-14  1.05E-14 SAR, SAR
EG0002    3.99E-15  3.99E-15 SAR, SAR
AK7007    4.70E-18  4.70E-18 SAR, SAR
AN5000    8.57E-17  8.57E-17 SAR, SAR
GN7009    4.20E-16  4.20E-16 SAR, SAR
TN900F    6.21E-16  6.21E-16 SAR, SAR
HN3002    1.92E-14  1.92E-14 SAR, SAR
NN900V    4.52E-14  4.52E-14 SAR, SAR
HN901W    2.20E-14  2.20E-14 SAR, SAR
TE000R    2.70E-16  2.70E-16 SAR, SAR
HN000P    3.55E-14  3.55E-14 SAR, SAR
HH500B    1.68E-14  1.68E-14 SAR, SAR
HH600S    1.02E-16  1.02E-16 SAR, SAR
TH901i    2.25E-14  2.25E-14 SAR, SAR
HH4004    8.47E-16  8.47E-16 SAR, SAR
AU6003    1.67E-13  1.67E-13 SAR, SAR
AN900A    2.99E-16  2.99E-16 SAR, SAR
TT900b    1.04E-15  1.04E-15 SAR, SAR
TH000N    9.18E-14  9.18E-14 SAR, SAR
TH000J    6.49E-14  6.49E-14 SAR, SAR
HN7003    5.92E-13  5.92E-13 SAR, SAR
HN0004    1.10E-13  1.10E-13 SAR, SAR
TH000s    4.15E-16  4.15E-16 SAR, SAR
TE000n    9.79E-14  9.79E-14 SAR, SAR
OO3000    3.51E-15  3.51E-15 SAR, SAR
EK8001    2.90E-14  2.90E-14 SAR, SAR
EK7002    6.84E-15  6.84E-15 SAR, SAR
HN700N    2.55E-14  2.55E-14 SAR, SAR
HN000M    1.88E-14  1.88E-14 SAR, SAR
TP900J    3.56E-16  3.56E-16 SAR, SAR
PA9002    2.99E-16  2.99E-16 SAR, SAR
PA6003    2.04E-15  2.04E-15 SAR, SAR
AH6003    2.28E-14  2.28E-14 SAR, SAR
NN900F    1.17E-15  1.17E-15 SAR, SAR
PK7008    7.15E-17  7.15E-17 SAR, SAR
TN001O    4.55E-15  4.55E-15 SAR, SAR
HU700Z    3.72E-14  3.72E-14 SAR, SAR
TT0013    1.20E-14  1.20E-14 SAR, SAR
PA8009    2.72E-15  2.72E-15 SAR, SAR
PN9002    1.92E-14  1.92E-14 SAR, SAR
NN700U    2.27E-14  2.27E-14 SAR, SAR
TT003t    1.55E-13  1.55E-13 SAR, SAR
PA8000    2.32E-16  2.32E-16 SAR, SAR
HN901U    2.20E-14  2.20E-14 SAR, SAR
TA800N    3.71E-16  3.71E-16 SAR, SAR
AH800N    3.13E-16  3.13E-16 SAR, SAR
AH500A    2.05E-15  2.05E-15 SAR, SAR
HN600P    5.24E-14  5.24E-14 SAR, SAR
TD0007    2.77E-14  2.77E-14 SAR, SAR
TH901j    2.21E-14  2.21E-14 SAR, SAR
ND700u    1.77E-14  1.77E-14 SAR, SAR
HN700T    2.07E-14  2.07E-14 SAR, SAR
TT001L    7.89E-16  7.89E-16 SAR, SAR
HN700w    2.15E-15  2.15E-15 SAR, SAR
PN000K    6.18E-16  6.18E-16 SAR, SAR
HU000E    3.50E-14  3.50E-14 SAR, SAR
HD500K    1.32E-14  1.32E-14 SAR, SAR
TH901l    2.29E-14  2.29E-14 SAR, SAR
TH001U    7.53E-15  7.53E-15 SAR, SAR
TP900N    5.52E-15  5.52E-15 SAR, SAR
TN700B    1.27E-15  1.27E-15 SAR, SAR
HD7009    1.68E-14  1.68E-14 SAR, SAR
ED0002    3.58E-14  3.58E-14 SAR, SAR
TH003T    2.34E-14  2.34E-14 SAR, SAR
NN000T    1.14E-13  1.14E-13 SAR, SAR
NN000S    9.32E-14  9.32E-14 SAR, SAR
DK6005    8.48E-15  8.48E-15 SAR, SAR
TN001M    1.04E-14  1.04E-14 SAR, SAR
ED0008    4.52E-14  4.52E-14 SAR, SAR
TA800G    2.72E-16  2.72E-16 SAR, SAR
NN7002    2.95E-14  2.95E-14 SAR, SAR
TA000J    2.81E-16  2.81E-16 SAR, SAR
TT900a    9.51E-16  9.51E-16 SAR, SAR
TT900Z    9.90E-16  9.90E-16 SAR, SAR
PN8007    1.67E-13  1.67E-13 SAR, SAR
HN701I    1.67E-13  1.67E-13 SAR, SAR
AH8007    5.54E-14  5.54E-14 SAR, SAR
HN901L    2.59E-14  2.59E-14 SAR, SAR
AD9002    2.34E-14  2.34E-14 SAR, SAR
TH002o    5.33E-16  5.33E-16 SAR, SAR
TT002k    3.31E-11  3.31E-11 SAR, SAR
TT002h    6.15E-12  6.15E-12 SAR, SAR
TP800E    2.16E-14  2.16E-14 SAR, SAR
TH700r    2.08E-14  2.08E-14 SAR, SAR
HD700u    2.04E-14  2.04E-14 SAR, SAR
HN900h    5.63E-14  5.63E-14 SAR, SAR
GH0002    1.07E-14  1.07E-14 SAR, SAR
TH001e    4.27E-15  4.27E-15 SAR, SAR
ND000A    3.39E-14  3.39E-14 SAR, SAR
TT900D    8.10E-12  8.10E-12 SAR, SAR
TT900A    2.12E-13  2.12E-13 SAR, SAR
HN900x    1.03E-14  1.03E-14 SAR, SAR
ND700E    9.13E-15  9.13E-15 SAR, SAR
TH700s    3.44E-15  3.44E-15 SAR, SAR
HN700R    2.06E-14  2.06E-14 SAR, SAR
HN700Q    2.04E-14  2.04E-14 SAR, SAR
GD7003    2.04E-14  2.04E-14 SAR, SAR
HH800N    3.17E-16  3.17E-16 SAR, SAR
AK9009    1.75E-15  1.75E-15 SAR, SAR
HH2000    1.99E-15  1.99E-15 SAR, SAR
HN001d    6.78E-14  6.78E-14 SAR, SAR
TH002L    2.25E-14  2.25E-14 SAR, SAR
TT004H    3.34E-14  3.34E-14 SAR, SAR
TD000T    5.50E-14  5.50E-14 SAR, SAR
DK5003    4.54E-13  4.54E-13 SAR, SAR
NN000W    2.76E-14  2.76E-14 SAR, SAR
HN000e    2.26E-14  2.26E-14 SAR, SAR
HN000d    2.24E-14  2.24E-14 SAR, SAR
ND0005    7.91E-14  7.91E-14 SAR, SAR
TE000V    2.99E-16  2.99E-16 SAR, SAR
ED7002    1.30E-15  1.30E-15 SAR, SAR
ED000A    2.07E-16  2.07E-16 SAR, SAR
HU9007    4.54E-14  4.54E-14 SAR, SAR
ND901N    3.30E-14  3.30E-14 SAR, SAR
EN0008    1.08E-15  1.08E-15 SAR, SAR
ND800E    3.96E-14  3.96E-14 SAR, SAR
HN901R    4.96E-14  4.96E-14 SAR, SAR
DK7007    9.05E-15  9.05E-15 SAR, SAR
TH901I    1.04E-12  1.04E-12 SAR, SAR
AN8006    4.60E-13  4.60E-13 SAR, SAR
AN7007    3.08E-15  3.08E-15 SAR, SAR
EA9001    1.11E-14  1.11E-14 SAR, SAR
ND900M    1.12E-14  1.12E-14 SAR, SAR
HU800R    7.04E-15  7.04E-15 SAR, SAR
DD0003    7.13E-14  7.13E-14 SAR, SAR
ND900K    1.05E-14  1.05E-14 SAR, SAR
TH003E    7.15E-15  7.15E-15 SAR, SAR
NN000D    3.58E-16  3.58E-16 SAR, SAR
ND900R    6.62E-14  6.62E-14 SAR, SAR
TT002d    8.10E-12  8.10E-12 SAR, SAR
TT002a    2.12E-13  2.12E-13 SAR, SAR
HD500J    1.32E-14  1.32E-14 SAR, SAR
NN5005    1.71E-14  1.71E-14 SAR, SAR
TH0044    2.30E-14  2.30E-14 SAR, SAR
AN6004    2.68E-16  2.68E-16 SAR, SAR
PA900A    4.86E-14  4.86E-14 SAR, SAR
AD3001    1.77E-13  1.77E-13 SAR, SAR
TE900P    9.81E-14  9.81E-14 SAR, SAR
TE800L    9.79E-14  9.79E-14 SAR, SAR
TE001A    9.81E-14  9.81E-14 SAR, SAR
EH8009    1.14E-13  1.14E-13 SAR, SAR
ED7005    1.13E-13  1.13E-13 SAR, SAR
GN9008    1.34E-14  1.34E-14 SAR, SAR
NK9007    1.97E-15  1.97E-15 SAR, SAR
HD600E    3.72E-14  3.72E-14 SAR, SAR
AA8008    2.99E-16  2.99E-16 SAR, SAR
NK800A    1.43E-15  1.43E-15 SAR, SAR
AK0004    2.01E-16  2.01E-16 SAR, SAR
AN700J    4.77E-16  4.77E-16 SAR, SAR
AH800D    4.37E-14  4.37E-14 SAR, SAR
ND600K    2.69E-14  2.69E-14 SAR, SAR
NK6007    4.70E-18  4.70E-18 SAR, SAR
TK8003    4.46E-15  4.46E-15 SAR, SAR
KO7002    1.24E-15  1.24E-15 SAR, SAR
DK8003    2.17E-14  2.17E-14 SAR, SAR
TT001q    6.35E-16  6.35E-16 SAR, SAR
ND800C    1.77E-14  1.77E-14 SAR, SAR
TT001B    6.26E-15  6.26E-15 SAR, SAR
TN000J    8.78E-14  8.78E-14 SAR, SAR
TN000G    5.71E-14  5.71E-14 SAR, SAR
TT003n    1.07E-15  1.07E-15 SAR, SAR
DK700C    2.99E-14  2.99E-14 SAR, SAR
TG9009    4.61E-13  4.61E-13 SAR, SAR
TH700g    2.08E-14  2.08E-14 SAR, SAR
GN700C    1.08E-15  1.08E-15 SAR, SAR
HH600N    2.13E-15  2.13E-15 SAR, SAR
ND600F    4.40E-14  4.40E-14 SAR, SAR
TT003l    1.97E-15  1.97E-15 SAR, SAR
NN700e    4.84E-14  4.84E-14 SAR, SAR
HN901Y    4.95E-14  4.95E-14 SAR, SAR
TH0045    2.25E-14  2.25E-14 SAR, SAR
HD600L    3.23E-14  3.23E-14 SAR, SAR
HN901D    3.62E-16  3.62E-16 SAR, SAR
EN2000    2.56E-17  2.56E-17 SAR, SAR
NN600F    4.92E-16  4.92E-16 SAR, SAR
PN6002    3.14E-14  3.14E-14 SAR, SAR
TA000F    2.58E-16  2.58E-16 SAR, SAR
GN9000    1.84E-14  1.84E-14 SAR, SAR
NN000g    5.03E-14  5.03E-14 SAR, SAR
AU9000    2.17E-14  2.17E-14 SAR, SAR
HU8004    9.91E-15  9.91E-15 SAR, SAR
HU0006    4.46E-13  4.46E-13 SAR, SAR
HN001D    2.27E-15  2.27E-15 SAR, SAR
TH0049    2.34E-14  2.34E-14 SAR, SAR
HN701D    4.26E-14  4.26E-14 SAR, SAR
NK900F    2.31E-15  2.31E-15 SAR, SAR
AH000P    3.55E-14  3.55E-14 SAR, SAR
NN5001    2.83E-16  2.83E-16 SAR, SAR
HU7002    4.46E-13  4.46E-13 SAR, SAR
HN700q    3.25E-14  3.25E-14 SAR, SAR
HN900w    4.95E-14  4.95E-14 SAR, SAR
TN900y    3.71E-16  3.71E-16 SAR, SAR
DK5002    7.61E-15  7.61E-15 SAR, SAR
NN700K    9.24E-15  9.24E-15 SAR, SAR
ND500G    6.82E-15  6.82E-15 SAR, SAR
TT900l    7.80E-16  7.80E-16 SAR, SAR
TE9004    9.88E-14  9.88E-14 SAR, SAR
TP900Y    2.23E-14  2.23E-14 SAR, SAR
TH800N    2.18E-14  2.18E-14 SAR, SAR
HN800H    4.27E-14  4.27E-14 SAR, SAR
HU800T    1.68E-14  1.68E-14 SAR, SAR
TH901g    2.44E-15  2.44E-15 SAR, SAR
DK700R    1.75E-14  1.75E-14 SAR, SAR
PA800G    2.66E-15  2.66E-15 SAR, SAR
AH700G    2.74E-15  2.74E-15 SAR, SAR
TN000u    6.12E-14  6.12E-14 SAR, SAR
TD8007    4.64E-13  4.64E-13 SAR, SAR
NN700P    7.74E-14  7.74E-14 SAR, SAR
HN800k    2.14E-14  2.14E-14 SAR, SAR
GD6000    1.54E-14  1.54E-14 SAR, SAR
HH800G    2.52E-14  2.52E-14 SAR, SAR
HN700H    4.59E-13  4.59E-13 SAR, SAR
ND000o    5.06E-13  5.06E-13 SAR, SAR
HN900G    7.92E-14  7.92E-14 SAR, SAR
NN700c    1.78E-14  1.78E-14 SAR, SAR
HN5008    1.71E-14  1.71E-14 SAR, SAR
AK9005    1.42E-15  1.42E-15 SAR, SAR
HD0019    2.48E-14  2.48E-14 SAR, SAR
TT0044    7.35E-15  7.35E-15 SAR, SAR
HN001O    5.02E-14  5.02E-14 SAR, SAR
HN800E    4.27E-14  4.27E-14 SAR, SAR
TH003g    1.03E-15  1.03E-15 SAR, SAR
AD0002    4.52E-14  4.52E-14 SAR, SAR
NN700D    4.64E-14  4.64E-14 SAR, SAR
TN0028    4.39E-15  4.39E-15 SAR, SAR
DK9009    1.18E-14  1.18E-14 SAR, SAR
TA000S    6.21E-13  6.21E-13 SAR, SAR
AG8000    4.61E-14  4.61E-14 SAR, SAR
TT002K    3.13E-15  3.13E-15 SAR, SAR
TH001F    4.61E-13  4.61E-13 SAR, SAR
AN5005    4.52E-13  4.52E-13 SAR, SAR
AN4002    2.90E-15  2.90E-15 SAR, SAR
TG000J    9.83E-16  9.83E-16 SAR, SAR
TT003f    1.74E-15  1.74E-15 SAR, SAR
TE900E    6.58E-15  6.58E-15 SAR, SAR
ND7009    1.96E-13  1.96E-13 SAR, SAR
ND800F    4.55E-14  4.55E-14 SAR, SAR
EK5000    1.17E-16  1.17E-16 SAR, SAR
ED0001    4.75E-14  4.75E-14 SAR, SAR
HD9011    1.83E-14  1.83E-14 SAR, SAR
HD700N    2.12E-14  2.12E-14 SAR, SAR
TT900k    8.82E-16  8.82E-16 SAR, SAR
TT900j    4.58E-16  4.58E-16 SAR, SAR
HO2000    2.71E-15  2.71E-15 SAR, SAR
HN901V    2.22E-14  2.22E-14 SAR, SAR
ND900O    3.57E-14  3.57E-14 SAR, SAR
HD500I    1.83E-14  1.83E-14 SAR, SAR
NN900d    1.01E-15  1.01E-15 SAR, SAR
TT003b    2.85E-15  2.85E-15 SAR, SAR
HD000h    3.26E-14  3.26E-14 SAR, SAR
HH500A    1.70E-14  1.70E-14 SAR, SAR
HO6007    1.93E-15  1.93E-15 SAR, SAR
HH600Q    2.03E-16  2.03E-16 SAR, SAR
NK0002    1.30E-15  1.30E-15 SAR, SAR
HH4003    1.00E-15  1.00E-15 SAR, SAR
TH0032    2.25E-14  2.25E-14 SAR, SAR
HN000W    3.99E-16  3.99E-16 SAR, SAR
HD7011    9.05E-15  9.05E-15 SAR, SAR
TD000K    1.04E-14  1.04E-14 SAR, SAR
TN000g    4.78E-16  4.78E-16 SAR, SAR
HD000b    2.45E-14  2.45E-14 SAR, SAR
TT003R    6.02E-15  6.02E-15 SAR, SAR
TD000E    8.76E-14  8.76E-14 SAR, SAR
TD000C    5.68E-14  5.68E-14 SAR, SAR
DD7005    2.58E-14  2.58E-14 SAR, SAR
AO6003    1.77E-15  1.77E-15 SAR, SAR
ND900U    1.92E-14  1.92E-14 SAR, SAR
HU0004    1.61E-14  1.61E-14 SAR, SAR
TN001p    2.46E-15  2.46E-15 SAR, SAR
HN800h    2.16E-14  2.16E-14 SAR, SAR
TA0008    3.57E-16  3.57E-16 SAR, SAR
TG0009    6.51E-16  6.51E-16 SAR, SAR
PH4003    4.36E-17  4.36E-17 SAR, SAR
PN9007    6.19E-15  6.19E-15 SAR, SAR
ND600T    4.56E-13  4.56E-13 SAR, SAR
HN901e    1.94E-14  1.94E-14 SAR, SAR
AN5001    2.48E-15  2.48E-15 SAR, SAR
HN901S    2.21E-14  2.21E-14 SAR, SAR
HU6002    2.57E-14  2.57E-14 SAR, SAR
TN002O    1.62E-15  1.62E-15 SAR, SAR
NN4002    4.47E-13  4.47E-13 SAR, SAR
HH600R    5.32E-17  5.32E-17 SAR, SAR
GD0003    2.23E-14  2.23E-14 SAR, SAR
ND8004    3.09E-14  3.09E-14 SAR, SAR
TT000l    6.28E-15  6.28E-15 SAR, SAR
TH000a    8.78E-14  8.78E-14 SAR, SAR
TH000W    5.71E-14  5.71E-14 SAR, SAR
HD7005    2.96E-14  2.96E-14 SAR, SAR
UK6002    4.52E-16  4.52E-16 SAR, SAR
NN5002    1.05E-15  1.05E-15 SAR, SAR
ND900S    2.20E-14  2.20E-14 SAR, SAR
HK900A    2.31E-15  2.31E-15 SAR, SAR
TN000P    4.27E-15  4.27E-15 SAR, SAR
GN9002    1.92E-14  1.92E-14 SAR, SAR
HD000d    3.39E-14  3.39E-14 SAR, SAR
GH9008    2.92E-16  2.92E-16 SAR, SAR
PN000U    1.40E-15  1.40E-15 SAR, SAR
NN600J    1.10E-15  1.10E-15 SAR, SAR
TA8007    4.38E-14  4.38E-14 SAR, SAR
TN8004    5.27E-14  5.27E-14 SAR, SAR
TH004M    4.73E-15  4.73E-15 SAR, SAR
TH0047    2.50E-15  2.50E-15 SAR, SAR
PK7009    3.33E-15  3.33E-15 SAR, SAR
HK600F    3.35E-15  3.35E-15 SAR, SAR
TT900T    8.00E-16  8.00E-16 SAR, SAR
TT003X    1.74E-15  1.74E-15 SAR, SAR
TK9002    1.45E-16  1.45E-16 SAR, SAR
TP9004    2.36E-14  2.36E-14 SAR, SAR
TT002y    1.60E-13  1.60E-13 SAR, SAR
AN8000    4.41E-12  4.41E-12 SAR, SAR
HN901T    2.20E-14  2.20E-14 SAR, SAR
HN701M    2.05E-14  2.05E-14 SAR, SAR
TN8007    1.00E-14  1.00E-14 SAR, SAR
NN9002    7.75E-14  7.75E-14 SAR, SAR
HU900G    2.30E-14  2.30E-14 SAR, SAR
HD900N    3.27E-14  3.27E-14 SAR, SAR
HD700s    2.05E-14  2.05E-14 SAR, SAR
AN700I    4.20E-16  4.20E-16 SAR, SAR
UD700O    1.77E-13  1.77E-13 SAR, SAR
NK800F    1.75E-15  1.75E-15 SAR, SAR
NN000H    3.63E-16  3.63E-16 SAR, SAR
TN9005    3.83E-16  3.83E-16 SAR, SAR
TE8003    1.85E-13  1.85E-13 SAR, SAR
EH8002    1.14E-13  1.14E-13 SAR, SAR
ND600Q    8.19E-15  8.19E-15 SAR, SAR
HN901c    1.03E-14  1.03E-14 SAR, SAR
HN600i    8.34E-15  8.34E-15 SAR, SAR
TH003M    1.92E-13  1.92E-13 SAR, SAR
HN901I    2.29E-14  2.29E-14 SAR, SAR
PH6007    2.04E-14  2.04E-14 SAR, SAR
AN6007    1.92E-14  1.92E-14 SAR, SAR
AN500B    3.26E-15  3.26E-15 SAR, SAR
HN8003    1.79E-14  1.79E-14 SAR, SAR
AH9005    7.43E-12  7.43E-12 SAR, SAR
TH900u    1.91E-14  1.91E-14 SAR, SAR
TH900q    7.10E-15  7.10E-15 SAR, SAR
TH002d    3.90E-15  3.90E-15 SAR, SAR
HN800a    2.39E-14  2.39E-14 SAR, SAR
ED9006    1.37E-16  1.37E-16 SAR, SAR
AK9004    1.24E-16  1.24E-16 SAR, SAR
HH5006    1.53E-16  1.53E-16 SAR, SAR
TA900H    2.80E-16  2.80E-16 SAR, SAR
AO4001    2.41E-17  2.41E-17 SAR, SAR
HN700y    4.26E-14  4.26E-14 SAR, SAR
AN800P    4.87E-14  4.87E-14 SAR, SAR
HN800N    1.25E-14  1.25E-14 SAR, SAR
AN2000    1.64E-17  1.64E-17 SAR, SAR
HN901n    2.59E-14  2.59E-14 SAR, SAR
HD9009    8.11E-14  8.11E-14 SAR, SAR
NN600G    4.26E-16  4.26E-16 SAR, SAR
TN001C    7.47E-16  7.47E-16 SAR, SAR
NN700b    1.71E-14  1.71E-14 SAR, SAR
ND000C    1.17E-14  1.17E-14 SAR, SAR
EG8000    1.14E-13  1.14E-13 SAR, SAR
TE0018    1.17E-13  1.17E-13 SAR, SAR
EH000E    1.11E-13  1.11E-13 SAR, SAR
ED900G    1.11E-13  1.11E-13 SAR, SAR
GU7000    7.44E-12  7.44E-12 SAR, SAR
TA800f    2.16E-14  2.16E-14 SAR, SAR
AN700P    2.15E-15  2.15E-15 SAR, SAR
HH8009    3.17E-16  3.17E-16 SAR, SAR
HN000V    4.31E-14  4.31E-14 SAR, SAR
AH6005    1.92E-14  1.92E-14 SAR, SAR
AN3001    1.10E-16  1.10E-16 SAR, SAR
TA900R    1.03E-14  1.03E-14 SAR, SAR
HN6007    5.17E-14  5.17E-14 SAR, SAR
AN7002    5.72E-13  5.72E-13 SAR, SAR
TT002Z    9.72E-16  9.72E-16 SAR, SAR
HN001J    1.52E-14  1.52E-14 SAR, SAR
TE000K    3.67E-16  3.67E-16 SAR, SAR
GU8001    3.35E-15  3.35E-15 SAR, SAR
AD8003    5.33E-14  5.33E-14 SAR, SAR
TT003x    9.92E-14  9.92E-14 SAR, SAR
HN600S    8.34E-15  8.34E-15 SAR, SAR
TD9008    3.22E-14  3.22E-14 SAR, SAR
PD9002    1.84E-14  1.84E-14 SAR, SAR
PD6001    1.66E-14  1.66E-14 SAR, SAR
TT003B    1.44E-14  1.44E-14 SAR, SAR
HD900q    2.19E-14  2.19E-14 SAR, SAR
UD700R    2.42E-15  2.42E-15 SAR, SAR
NU800Q    6.01E-15  6.01E-15 SAR, SAR
NU7002    1.72E-13  1.72E-13 SAR, SAR
HN901s    8.22E-13  8.22E-13 SAR, SAR
HD000a    2.94E-14  2.94E-14 SAR, SAR
TE800F    9.31E-14  9.31E-14 SAR, SAR
PH000W    1.06E-15  1.06E-15 SAR, SAR
NK800B    1.20E-16  1.20E-16 SAR, SAR
NK0000    4.15E-16  4.15E-16 SAR, SAR
HD3005    1.03E-14  1.03E-14 SAR, SAR
NN600L    2.16E-15  2.16E-15 SAR, SAR
AN800F    2.01E-16  2.01E-16 SAR, SAR
AA8004    2.46E-16  2.46E-16 SAR, SAR
ND600L    2.96E-13  2.96E-13 SAR, SAR
TT900c    9.80E-14  9.80E-14 SAR, SAR
HN900r    4.96E-14  4.96E-14 SAR, SAR
TA000c    5.86E-13  5.86E-13 SAR, SAR
ND500D    1.33E-14  1.33E-14 SAR, SAR
PO7002    1.03E-15  1.03E-15 SAR, SAR
TA800g    4.56E-16  4.56E-16 SAR, SAR
HN901g    3.58E-14  3.58E-14 SAR, SAR
HN700c    1.71E-14  1.71E-14 SAR, SAR
